"";"Nome";"Nome_mae";"DT_NASC";"Banco_nome";"Teste_X";"Teste_Y"
"332";"Sarajane Garcia";"Valerie";2000-01-17;"Banco_1";"X";"Y"
"333";"Joey Guerrero";"Storm";2000-01-28;"Banco_1";"X";"Y"
"334";"Alexandra Hernandez Cruz";"Tanya";2000-01-22;"Banco_1";"X";"Y"
"335";"Jaclyn Duarte";"Perla";2000-01-01;"Banco_1";"X";"Y"
"336";"Jose Morales";"Dayna";2000-01-09;"Banco_1";"X";"Y"
"337";"Gloria Curiel";"Alexis";2000-01-30;"Banco_1";"X";"Y"
"338";"Manuel Garcia";"Suzet";2000-01-02;"Banco_1";"X";"Y"
"339";"Francisco Arguello";"Caren";2000-01-16;"Banco_1";"X";"Y"
"340";"Elizabeth Avina Orozco";"Gabriela";2000-01-20;"Banco_1";"X";"Y"
"341";"Shauntae Gomez";"Destiny";2000-01-27;"Banco_1";"X";"Y"
"342";"Danielle Martinez";"Valerina";2000-01-17;"Banco_1";"X";"Y"
"343";"Erik Soto";"Alyssa";2000-01-28;"Banco_1";"X";"Y"
"344";"Taryn Nevarez";"Josephine";2000-01-22;"Banco_1";"X";"Y"
"345";"Ciarra Amparan";"Selena";2000-01-01;"Banco_1";"X";"Y"
"346";"Luis Baray";"Corena";2000-01-09;"Banco_1";"X";"Y"
"347";"Brandon Ramirez";"Mayra";2000-01-30;"Banco_1";"X";"Y"
"348";"Naomi Reinier";"Maria D Carmen";2000-01-02;"Banco_1";"X";"Y"
"349";"Faith Morales";"Korena";2000-01-16;"Banco_1";"X";"Y"
"350";"Edgar Cortes";"Olivia";2000-01-20;"Banco_1";"X";"Y"
"351";"Joshua Arreola Luna";"Carmelita";2000-01-27;"Banco_1";"X";"Y"
"352";"Alexis Salazar";"Miriam";2000-01-17;"Banco_1";"X";"Y"
"353";"Leanna Gamboa";"Viridiana";2000-01-28;"Banco_1";"X";"Y"
"354";"Michael Martinez";"Consuelo";2000-01-22;"Banco_1";"X";"Y"
"355";"Kenia Nevarez";"Thelma";2000-01-01;"Banco_1";"X";"Y"
"356";"Cecilia Aragon";"Valerie";2000-01-09;"Banco_1";"X";"Y"
"357";"Robert Soto";"Kelsey";2000-01-30;"Banco_1";"X";"Y"
"358";"Angelica Raposa";"Audriana";2000-01-02;"Banco_1";"X";"Y"
"359";"Angelica Saenz Carrillo";"Sade";2000-01-16;"Banco_1";"X";"Y"
"360";"Michael Lozano Melendez";"Ashley";2000-01-20;"Banco_1";"X";"Y"
"361";"Justin Harrison";"Cinthya";2000-01-27;"Banco_1";"X";"Y"
"362";"Alan Casias";"Delaney";2000-01-17;"Banco_1";"X";"Y"
"363";"Alyssia Ibarra";"Christa";2000-01-28;"Banco_1";"X";"Y"
"364";"Kevin Aguero";"Mica";2000-01-22;"Banco_1";"X";"Y"
"365";"Adriana Landa";"Samantha";2000-01-01;"Banco_1";"X";"Y"
"366";"Alejandro Mattorano";"Rocio";2000-01-09;"Banco_1";"X";"Y"
"367";"Pedro Valdez";"Seidy";2000-01-30;"Banco_1";"X";"Y"
"368";"Julian Roybal";"Victoria";2000-01-02;"Banco_1";"X";"Y"
"369";"Cristian Trujillo";"Raychel";2000-01-16;"Banco_1";"X";"Y"
"370";"Claribet Erazo";"Andria";2000-01-20;"Banco_1";"X";"Y"
"371";"Zaira Davis";"Itzel";2000-01-27;"Banco_1";"X";"Y"
"372";"Vanessa Macias Flores";"Alejandra";2000-01-17;"Banco_1";"X";"Y"
"373";"Brytny Avila";"Ada Alina";2000-01-28;"Banco_1";"X";"Y"
"374";"Alma Gonzalez";"Bridget";2000-01-22;"Banco_1";"X";"Y"
"375";"Jacobo Hallberg";"Kristina";2000-01-01;"Banco_1";"X";"Y"
"376";"Alejandro Esparza Medina";"Samantha";2000-01-09;"Banco_1";"X";"Y"
"377";"Brittany Sanchez Aguilar";"Brandi";2000-01-30;"Banco_1";"X";"Y"
"378";"Sergio Gonzalez";"Deanna";2000-01-02;"Banco_1";"X";"Y"
"379";"Deidra Martinez";"Katherine";2000-01-16;"Banco_1";"X";"Y"
"380";"Kyle Vigil";"Heviannah";2000-01-20;"Banco_1";"X";"Y"
"381";"Angel Herrera";"Maricela";2000-01-27;"Banco_1";"X";"Y"
"382";"Adrienne Escobar";"Laura";2000-01-17;"Banco_1";"X";"Y"
"383";"Jasmine Rodriguez";"Haelie";2000-01-28;"Banco_1";"X";"Y"
"384";"Antonio Alvarado";"Victoria";2000-01-22;"Banco_1";"X";"Y"
"385";"Andrea Villezca";"Angelica";2000-01-01;"Banco_1";"X";"Y"
"386";"Matthew Martinez Ruiz";"Alexis";2000-01-09;"Banco_1";"X";"Y"
"387";"Alexandria Alvarez";"Sabrina";2000-01-30;"Banco_1";"X";"Y"
"388";"Destiny Vital Cortes";"Destiny";2000-01-02;"Banco_1";"X";"Y"
"389";"Tiffany Rodriguez";"Maria";2000-01-16;"Banco_1";"X";"Y"
"390";"Abriana Rendon";"Karen";2000-01-20;"Banco_1";"X";"Y"
"391";"Julio Lechuga Barraza";"Aida";2000-01-27;"Banco_1";"X";"Y"
"392";"Juan Castillo";"Yelmy";2000-01-17;"Banco_1";"X";"Y"
"393";"Janaie Maestas";"Sandra";2000-01-28;"Banco_1";"X";"Y"
"394";"Salvador C'Debaca";"Mabel";2000-01-22;"Banco_1";"X";"Y"
"395";"Zackary Gutierrez";"Celestina";2000-01-01;"Banco_1";"X";"Y"
"396";"Janika Foster";"Jeszenia";2000-01-09;"Banco_1";"X";"Y"
"397";"Devon Orozco";"Jordahn";2000-01-30;"Banco_1";"X";"Y"
"398";"Heather Gallardo";"Mya";2000-01-02;"Banco_1";"X";"Y"
"399";"Luis Chavez";"Joanna";2000-01-16;"Banco_1";"X";"Y"
"400";"Staci Valdez";"Brianna";2000-01-20;"Banco_1";"X";"Y"
"401";"Camille Camacho";"Naomi";2000-01-27;"Banco_1";"X";"Y"
"402";"Karina Flores Frescas";"Flor";2000-01-17;"Banco_1";"X";"Y"
"403";"Jacob Carrasco Lechuga";"Taylor";2000-01-28;"Banco_1";"X";"Y"
"404";"Andrew Gallegos";"Jasmine";2000-01-22;"Banco_1";"X";"Y"
"405";"Marisa Miranda";"Emma";2000-01-01;"Banco_1";"X";"Y"
"406";"Brandy Vazquez";"Sydney";2000-01-09;"Banco_1";"X";"Y"
"407";"Griffen Vasquez";"Carmen";2000-01-30;"Banco_1";"X";"Y"
"408";"Martin Medina";"Emely";2000-01-02;"Banco_1";"X";"Y"
"409";"Brittney Corral Duran";"Cecilia";2000-01-16;"Banco_1";"X";"Y"
"410";"David Estrada";"Blanca";2000-01-20;"Banco_1";"X";"Y"
"411";"Sergio Cortes";"Brianda";2000-01-27;"Banco_1";"X";"Y"
"412";"Breanna Reyes";"Wendy";2000-01-17;"Banco_1";"X";"Y"
"413";"Nataly Martinez";"Tevin";2000-01-28;"Banco_1";"X";"Y"
"414";"Anthony Nevarez";"Michelle";2000-01-22;"Banco_1";"X";"Y"
"415";"Andres Mooney";"Aspen";2000-01-01;"Banco_1";"X";"Y"
"416";"Adrian Gurule";"Karina";2000-01-09;"Banco_1";"X";"Y"
"417";"Tyler Dunn";"Armenda";2000-01-30;"Banco_1";"X";"Y"
"418";"Damon Duran";"Joana";2000-01-02;"Banco_1";"X";"Y"
"419";"Alex Lopez";"Felicia";2000-01-16;"Banco_1";"X";"Y"
"420";"Renee Martinez";"Mitsi";2000-01-20;"Banco_1";"X";"Y"
"421";"Najim Martinez";"Danielle";2000-01-27;"Banco_1";"X";"Y"
"422";"Rebecca Nunez";"Paola";2000-01-17;"Banco_1";"X";"Y"
"423";"Alejandra Arredondo";"Alondra";2000-01-28;"Banco_1";"X";"Y"
"424";"Norman Lamolli";"Laritza";2000-01-22;"Banco_1";"X";"Y"
"425";"Jennifer Roman";"Angelica";2000-01-01;"Banco_1";"X";"Y"
"426";"Kody Alvarado Rodriguez";"Mariah";2000-01-09;"Banco_1";"X";"Y"
"427";"Samuel Gutierrez Alvarez";"Jessica";2000-01-30;"Banco_1";"X";"Y"
"428";"Delila Porras";"Chelsey";2000-01-02;"Banco_1";"X";"Y"
"429";"Carolina Sanchez";"Reyna";2000-01-16;"Banco_1";"X";"Y"
"430";"Sergio Mata";"Karina";2000-01-20;"Banco_1";"X";"Y"
"431";"Edilberto Zacarias";"Naira";2000-01-27;"Banco_1";"X";"Y"
"432";"Brisa Crespin";"Cecilia";2000-01-17;"Banco_1";"X";"Y"
"433";"Angel Garcia";"Jacqueline";2000-01-28;"Banco_1";"X";"Y"
"434";"Mario Lucero";"Jaqueline";2000-01-22;"Banco_1";"X";"Y"
"435";"Gerald Surniak";"Cynthia";2000-01-01;"Banco_1";"X";"Y"
"436";"Alex Alarcon";"Sofia Amalia";2000-01-09;"Banco_1";"X";"Y"
"437";"Rachel Davila";"Alexis";2000-01-30;"Banco_1";"X";"Y"
"438";"Anyelow Madera";"Yareli";2000-01-02;"Banco_1";"X";"Y"
"439";"Joseline Loera";"Shayleigh";2000-01-16;"Banco_1";"X";"Y"
"440";"Brenda Garcia";"Fernanda";2000-01-20;"Banco_1";"X";"Y"
"441";"Sheldon Esquivel";"Talia";2000-01-27;"Banco_1";"X";"Y"
"442";"Jocelyn Acosta";"Danielle";2000-01-17;"Banco_1";"X";"Y"
"443";"Justina Sanchez";"Jennifer";2000-01-28;"Banco_1";"X";"Y"
"444";"Elijah Lopez";"Michelle";2000-01-22;"Banco_1";"X";"Y"
"445";"Dagoberto Rodriguez";"Miriam";2000-01-01;"Banco_1";"X";"Y"
"446";"Magaly Gonzales";"Maria";2000-01-09;"Banco_1";"X";"Y"
"447";"Jose Quiroz";"Julieana";2000-01-30;"Banco_1";"X";"Y"
"448";"Dominic Anderson";"Victoria";2000-01-02;"Banco_1";"X";"Y"
"449";"Anthony Corona Smith";"Sitclali";2000-01-16;"Banco_1";"X";"Y"
"450";"Luis Armijo";"Melissa";2000-01-20;"Banco_1";"X";"Y"
"451";"Timothy Vaughn";"Ramona";2000-01-27;"Banco_1";"X";"Y"
"452";"Santiago Diaz";"Yeni";2000-01-17;"Banco_1";"X";"Y"
"453";"Ruben Vasquez";"Anissa";2000-01-28;"Banco_1";"X";"Y"
"454";"Saida Romero";"Noelle";2000-01-22;"Banco_1";"X";"Y"
"455";"Ruben Cazares";"Maria";2000-01-01;"Banco_1";"X";"Y"
"456";"Israel Gutierrez";"Diana";2000-01-09;"Banco_1";"X";"Y"
"457";"Giovanni Navarro Suarez";"Mayra";2000-01-30;"Banco_1";"X";"Y"
"458";"Vanessa Ruiz";"Stephanie";2000-01-02;"Banco_1";"X";"Y"
"459";"Cindy Montoya";"Abriana";2000-01-16;"Banco_1";"X";"Y"
"460";"Destiny Garcia Moreno";"Yamily";2000-01-20;"Banco_1";"X";"Y"
"461";"Fernando Castro Romero";"Daniela";2000-01-27;"Banco_1";"X";"Y"
"462";"Toni Montoya";"Dolores";2000-01-17;"Banco_1";"X";"Y"
"463";"Jesus Morales";"Elba";2000-01-28;"Banco_1";"X";"Y"
"464";"Isael Lujan";"Guadalupe";2000-01-22;"Banco_1";"X";"Y"
"465";"Olivia Martinez";"Alyssa";2000-01-01;"Banco_1";"X";"Y"
"466";"Arlene Nievez Garibay";"Maria";2000-01-09;"Banco_1";"X";"Y"
"467";"Sean Palomera Partida";"Brieanna";2000-01-30;"Banco_1";"X";"Y"
"468";"Jasmine Pacheco";"Viridiana";2000-01-02;"Banco_1";"X";"Y"
"469";"Leslie Garcia";"Erin";2000-01-16;"Banco_1";"X";"Y"
"470";"Luke Barela";"Magaly";2000-01-20;"Banco_1";"X";"Y"
"471";"Victor Rodriguez";"Maria";2000-01-27;"Banco_1";"X";"Y"
"472";"Noemi Bobian";"Angelica";2000-01-17;"Banco_1";"X";"Y"
"473";"Ivan Casorso Rodriguez";"Dianet";2000-01-28;"Banco_1";"X";"Y"
"474";"Matthew Duran";"Marisol";2000-01-22;"Banco_1";"X";"Y"
"475";"Brandon Martinez";"Alyssa";2000-01-01;"Banco_1";"X";"Y"
"476";"Nina Meraz";"Neva";2000-01-09;"Banco_1";"X";"Y"
"477";"Jose Catbagan";"Tatiana";2000-01-30;"Banco_1";"X";"Y"
"478";"Jesse Vazquez";"Maria";2000-01-02;"Banco_1";"X";"Y"
"479";"Karina Flores";"Gabrielle";2000-01-16;"Banco_1";"X";"Y"
"480";"Monica Tenorio";"Celina";2000-01-20;"Banco_1";"X";"Y"
"481";"Dakota Maes";"Siobhan";2000-01-27;"Banco_1";"X";"Y"
"482";"Isaias Poland";"Emily";2000-01-17;"Banco_1";"X";"Y"
"483";"Alexis Griego";"Erica";2000-01-28;"Banco_1";"X";"Y"
"484";"Johanna Flores";"Elizabeth";2000-01-22;"Banco_1";"X";"Y"
"485";"Jessica Cordiano";"Aurora";2000-01-01;"Banco_1";"X";"Y"
"486";"Nathan Rael";"Kelly";2000-01-09;"Banco_1";"X";"Y"
"487";"Ashley Elliot";"Koriko";2000-01-30;"Banco_1";"X";"Y"
"488";"Kassandra Matl";"Erika";2000-01-02;"Banco_1";"X";"Y"
"489";"Eduardo Corchado";"Deanna";2000-01-16;"Banco_1";"X";"Y"
"490";"Edgar Medina";"Sienna";2000-01-20;"Banco_1";"X";"Y"
"491";"Angel Roybal";"Breanna";2000-01-27;"Banco_1";"X";"Y"
"492";"Yasmine Del Rivero";"Paulina";2000-01-17;"Banco_1";"X";"Y"
"493";"Sharnae Ortiz";"Vanessa";2000-01-28;"Banco_1";"X";"Y"
"494";"Ryan Armijo";"Shaianne";2000-01-22;"Banco_1";"X";"Y"
"495";"Anhelina Munoz";"Elysee";2000-01-01;"Banco_1";"X";"Y"
"496";"Zachary Soto";"Jasmine";2000-01-09;"Banco_1";"X";"Y"
"497";"Maria Ynostrosa";"Sierra";2000-01-30;"Banco_1";"X";"Y"
"498";"Keyla Cruz Olivas";"Paola";2000-01-02;"Banco_1";"X";"Y"
"499";"Angelina Angel";"Valerie";2000-01-16;"Banco_1";"X";"Y"
"500";"Amber Morales";"Marissa";2000-01-20;"Banco_1";"X";"Y"
"501";"Benito Sanchez";"Carly";2000-01-27;"Banco_1";"X";"Y"
"502";"Christian Alcaraz";"Rian";2000-01-17;"Banco_1";"X";"Y"
"503";"Tre Alarid";"Ingrid";2000-01-28;"Banco_1";"X";"Y"
"504";"Meranda Gonzalez Cabral";"Iris";2000-01-22;"Banco_1";"X";"Y"
"505";"Cynthia Martinez";"Ittati";2000-01-01;"Banco_1";"X";"Y"
"506";"Alan Hutchcraft";"Jennifer";2000-01-09;"Banco_1";"X";"Y"
"507";"Francisco Gaytan Campos";"Lidia";2000-01-30;"Banco_1";"X";"Y"
"508";"Claudia Valencia";"Irania";2000-01-02;"Banco_1";"X";"Y"
"509";"Tony Montoya";"Sophia";2000-01-16;"Banco_1";"X";"Y"
"510";"Ryan Pierce";"Alyssa";2000-01-20;"Banco_1";"X";"Y"
"511";"Perla Gomez";"Whitney";2000-01-27;"Banco_1";"X";"Y"
"512";"Marco Mata";"Eboney";2000-01-17;"Banco_1";"X";"Y"
"513";"Ivette Gomez";"Kristin";2000-01-28;"Banco_1";"X";"Y"
"514";"Ramon Zaragoza";"Marissa";2000-01-22;"Banco_1";"X";"Y"
"515";"Christopher Hernandez";"Maria";2000-01-01;"Banco_1";"X";"Y"
"516";"Crystal Dominguez";"Mariah";2000-01-09;"Banco_1";"X";"Y"
"517";"Oscar Lopez";"Rubie";2000-01-30;"Banco_1";"X";"Y"
"518";"Diana Warren Romero";"Miranda";2000-01-02;"Banco_1";"X";"Y"
"519";"Selina Duran";"Sofia";2000-01-16;"Banco_1";"X";"Y"
"520";"Rodrigo Mays";"Yesenia";2000-01-20;"Banco_1";"X";"Y"
"521";"Scott Rivera";"Preceliana";2000-01-27;"Banco_1";"X";"Y"
"522";"Richard Orozco";"Judith";2000-01-17;"Banco_1";"X";"Y"
"523";"Dominic Cruz Leal";"Gracie";2000-01-28;"Banco_1";"X";"Y"
"524";"Jordan Martinez";"Michelle";2000-01-22;"Banco_1";"X";"Y"
"525";"Amariz Meighan";"Mellinda";2000-01-01;"Banco_1";"X";"Y"
"526";"Nahomy Esquivel";"Carina";2000-01-09;"Banco_1";"X";"Y"
"527";"Lidia Mendez";"Jessica";2000-01-30;"Banco_1";"X";"Y"
"528";"Ryan Marin";"Noemi";2000-01-02;"Banco_1";"X";"Y"
"529";"Breanna Tarango";"Savannah";2000-01-16;"Banco_1";"X";"Y"
"530";"Margarito Avila";"Susana";2000-01-20;"Banco_1";"X";"Y"
"531";"Job Mariscotti";"Jasmine";2000-01-27;"Banco_1";"X";"Y"
"532";"Tyler Morales";"Jennifer";2000-01-17;"Banco_1";"X";"Y"
"533";"Freddie Jara Rodriguez";"Amy";2000-01-28;"Banco_1";"X";"Y"
"534";"Jasmine Ruiz";"Leticia";2000-01-22;"Banco_1";"X";"Y"
"535";"Brianna Ojeda Munoz";"Angeline";2000-01-01;"Banco_1";"X";"Y"
"536";"Eric Sullivan";"Jacqueline";2000-01-09;"Banco_1";"X";"Y"
"537";"Monica Salgado";"Alyssa";2000-01-30;"Banco_1";"X";"Y"
"538";"Jessica Sotelo Bustos";"Britny";2000-01-02;"Banco_1";"X";"Y"
"539";"Tessa Manrique";"Jaimie";2000-01-16;"Banco_1";"X";"Y"
"540";"Desiree Rosales";"Sabrina";2000-01-20;"Banco_1";"X";"Y"
"541";"Clarissa Rodriguez";"Marissa";2000-01-27;"Banco_1";"X";"Y"
"542";"Jennifer Marquez";"Yvonne";2000-01-17;"Banco_1";"X";"Y"
"543";"Devin Soto";"Sandra";2000-01-28;"Banco_1";"X";"Y"
"544";"Luis Casados";"Vanessa";2000-01-22;"Banco_1";"X";"Y"
"545";"Anthony Manchego";"Jazmine";2000-01-01;"Banco_1";"X";"Y"
"546";"Julian Alarcon";"Ana";2000-01-09;"Banco_1";"X";"Y"
"547";"Jesus Griego";"Alma";2000-01-30;"Banco_1";"X";"Y"
"548";"Patricia Martinez";"Leticia";2000-01-02;"Banco_1";"X";"Y"
"549";"Isaac Trujillo";"Brianna";2000-01-16;"Banco_1";"X";"Y"
"550";"Aaron Guardado";"Juliana";2000-01-20;"Banco_1";"X";"Y"
"551";"Steven Oviedo";"Olga";2000-01-27;"Banco_1";"X";"Y"
"552";"Ciara Lopez";"Jamie";2000-01-17;"Banco_1";"X";"Y"
"553";"Jesus Mandujano";"Angelica";2000-01-28;"Banco_1";"X";"Y"
"554";"Adriana Bautista Corchado";"Aubree";2000-01-22;"Banco_1";"X";"Y"
"555";"Jeremy Sailas";"Alexandra";2000-01-01;"Banco_1";"X";"Y"
"556";"Alexandra Pena";"Tanairy";2000-01-09;"Banco_1";"X";"Y"
"557";"Leslie Redfern";"Yolanda";2000-01-30;"Banco_1";"X";"Y"
"558";"Bradley Jaramillo";"Ana";2000-01-02;"Banco_1";"X";"Y"
"559";"Alan Fuentes";"Alyssa";2000-01-16;"Banco_1";"X";"Y"
"560";"Ruben Rodriguez";"Natalie";2000-01-20;"Banco_1";"X";"Y"
"561";"Sara Medrano";"Sylvia";2000-01-27;"Banco_1";"X";"Y"
"562";"Jasmine Melendez";"Evanie";2000-01-17;"Banco_1";"X";"Y"
"563";"Nicolas Leon Parra";"Teresa";2000-01-28;"Banco_1";"X";"Y"
"564";"Isaiah Herrera";"Angelica";2000-01-22;"Banco_1";"X";"Y"
"565";"Christopher Flores Flores";"Jennifer";2000-01-01;"Banco_1";"X";"Y"
"566";"Bianca Benavides";"Cheyenne";2000-01-09;"Banco_1";"X";"Y"
"567";"Horacio Garcia";"Marissa";2000-01-30;"Banco_1";"X";"Y"
"568";"Joey Dominguez Madrid";"Jessica";2000-01-02;"Banco_1";"X";"Y"
"569";"Paul Cortez";"Samantha";2000-01-16;"Banco_1";"X";"Y"
"570";"Jeremiah Vallejo";"Claudia";2000-01-20;"Banco_1";"X";"Y"
"571";"Anyssa Newkirk";"Donna";2000-01-27;"Banco_1";"X";"Y"
"572";"Arleth Martinez";"Yajaira";2000-01-17;"Banco_1";"X";"Y"
"573";"Celina Romero";"Brenda";2000-01-28;"Banco_1";"X";"Y"
"574";"Erick Schneider";"Lonny";2000-01-22;"Banco_1";"X";"Y"
"575";"Brittany Lopez Martinez";"Mary Cruz";2000-01-01;"Banco_1";"X";"Y"
"576";"Corina Duran";"Euridice";2000-01-09;"Banco_1";"X";"Y"
"577";"Audrianna Granados";"Sadie";2000-01-30;"Banco_1";"X";"Y"
"578";"Ruger Tellez";"Bryeana";2000-01-02;"Banco_1";"X";"Y"
"579";"Ernesto Hernandez";"Kilikina";2000-01-16;"Banco_1";"X";"Y"
"580";"Ruby Cardoza";"Sheena";2000-01-20;"Banco_1";"X";"Y"
"581";"Brandon Smith";"Marissa";2000-01-27;"Banco_1";"X";"Y"
"582";"Jasmine Chavez";"Martha";2000-01-17;"Banco_1";"X";"Y"
"583";"Jacqueline Carrillo";"Yvette";2000-01-28;"Banco_1";"X";"Y"
"584";"Heather Martinez";"Ariel";2000-01-22;"Banco_1";"X";"Y"
"585";"Elena Garcia";"Leticia";2000-01-01;"Banco_1";"X";"Y"
"586";"Jared Delgado";"Karina";2000-01-09;"Banco_1";"X";"Y"
"587";"Rhegan Molina Brown";"Diana";2000-01-30;"Banco_1";"X";"Y"
"588";"Alan Garcia";"Magda";2000-01-02;"Banco_1";"X";"Y"
"589";"Latoya Franz";"Destiny";2000-01-16;"Banco_1";"X";"Y"
"590";"Matthew Ayala Magana";"Gabrielle";2000-01-20;"Banco_1";"X";"Y"
"591";"Medelin Pacheco";"Samantha";2000-01-27;"Banco_1";"X";"Y"
"592";"Kevi Vargas";"Christina";2000-01-17;"Banco_1";"X";"Y"
"593";"Bianca Martinez";"Isabel";2000-01-28;"Banco_1";"X";"Y"
"594";"Ashley Zamora";"Brenda";2000-01-22;"Banco_1";"X";"Y"
"595";"Julia Gutierrez";"Jacquiline";2000-01-01;"Banco_1";"X";"Y"
"596";"Mario Vallejos";"Stephanie";2000-01-09;"Banco_1";"X";"Y"
"597";"Salvador Gutierrez";"Natalie";2000-01-30;"Banco_1";"X";"Y"
"598";"Jesus Cordova";"Keisha";2000-01-02;"Banco_1";"X";"Y"
"599";"Joeray Reyes";"Micaela";2000-01-16;"Banco_1";"X";"Y"
"600";"Ashley Lucero";"Hortencia";2000-01-20;"Banco_1";"X";"Y"
"601";"Daniel Salazar";"Sarah";2000-01-27;"Banco_1";"X";"Y"
"602";"Ruth Rivera";"Ieshea";2000-01-17;"Banco_1";"X";"Y"
"603";"Cheyenne Sotelo Duarte";"Kalysha";2000-01-28;"Banco_1";"X";"Y"
"604";"Adam Rubio";"Monserrat";2000-01-22;"Banco_1";"X";"Y"
"605";"Tianna Arguello";"Paige";2000-01-01;"Banco_1";"X";"Y"
"606";"Tiffany Gutierrez";"Naya";2000-01-09;"Banco_1";"X";"Y"
"607";"Marcos Flores";"Gabriela";2000-01-30;"Banco_1";"X";"Y"
"608";"Jorge Villalba Garcia";"Raelynn";2000-01-02;"Banco_1";"X";"Y"
"609";"Lindsay Lovato";"Mariela";2000-01-16;"Banco_1";"X";"Y"
"610";"Monica Archuleta";"Jennifer";2000-01-20;"Banco_1";"X";"Y"
"611";"Tasia Terrones";"Monserrath";2000-01-27;"Banco_1";"X";"Y"
"612";"Mackenzie Garcia";"Oladys";2000-01-17;"Banco_1";"X";"Y"
"613";"Andrea Cornejo";"Leah";2000-01-28;"Banco_1";"X";"Y"
"614";"Matthew Ramirez Castillo";"Chelsea";2000-01-22;"Banco_1";"X";"Y"
"615";"W Flores";"Thania";2000-01-01;"Banco_1";"X";"Y"
"616";"Anthony Cervantes";"Sophia";2000-01-09;"Banco_1";"X";"Y"
"617";"Jonathan Estorga";"Reyina";2000-01-30;"Banco_1";"X";"Y"
"618";"Jacob Flores";"Karina";2000-01-02;"Banco_1";"X";"Y"
"619";"Juan Cordova";"Sabrina";2000-01-16;"Banco_1";"X";"Y"
"620";"Yeni Vigil";"Ana";2000-01-20;"Banco_1";"X";"Y"
"621";"Evangelina Estrada";"Autumn";2000-01-27;"Banco_1";"X";"Y"
"622";"Joseph Ixta";"Alexa";2000-01-17;"Banco_1";"X";"Y"
"623";"Charles Garcia";"Alexis";2000-01-28;"Banco_1";"X";"Y"
"624";"Daiana Pollack";"Serena";2000-01-22;"Banco_1";"X";"Y"
"625";"Nicolas Corral Robles";"Vanessa";2000-01-01;"Banco_1";"X";"Y"
"626";"Sasha Jimenez";"Karla";2000-01-09;"Banco_1";"X";"Y"
"627";"Jesus Batrez";"Maria";2000-01-30;"Banco_1";"X";"Y"
"628";"Jennifer Martinez";"Jessica";2000-01-02;"Banco_1";"X";"Y"
"629";"Deion Salinas";"Destinee";2000-01-16;"Banco_1";"X";"Y"
"630";"Jonathan Liborio Hernandez";"Johnna";2000-01-20;"Banco_1";"X";"Y"
"631";"Jennifer Montoya";"Alicia";2000-01-27;"Banco_1";"X";"Y"
"632";"Juanita Soto";"Jerrika";2000-01-17;"Banco_1";"X";"Y"
"633";"Alyssa Martinez";"Nayari";2000-01-28;"Banco_1";"X";"Y"
"634";"Jesyca Medina";"Elia";2000-01-22;"Banco_1";"X";"Y"
"635";"Tiara Trujillo";"Marilu";2000-01-01;"Banco_1";"X";"Y"
"636";"Alejandra Montelongo";"Consuelo";2000-01-09;"Banco_1";"X";"Y"
"637";"Evelyn Dufresne";"Ashlie";2000-01-30;"Banco_1";"X";"Y"
"638";"Hedy Burgett";"Yaricza";2000-01-02;"Banco_1";"X";"Y"
"639";"Elicia Orozco Delgado";"Sandra";2000-01-16;"Banco_1";"X";"Y"
"640";"Hector Deluna";"Jena";2000-01-20;"Banco_1";"X";"Y"
"641";"Selena Meza";"Angelica";2000-01-27;"Banco_1";"X";"Y"
"642";"Michael Jaramillo";"Rachel";2000-01-17;"Banco_1";"X";"Y"
"643";"Anthony Ledezma Sanchez";"Lorena";2000-01-28;"Banco_1";"X";"Y"
"644";"Brittany Marquez";"Mariela";2000-01-22;"Banco_1";"X";"Y"
"645";"Andrew Gonzalez Garcia";"Sabreena";2000-01-01;"Banco_1";"X";"Y"
"646";"Joseph Perez";"Brenda";2000-01-09;"Banco_1";"X";"Y"
"647";"Deborah Gomez";"Jocelyn";2000-01-30;"Banco_1";"X";"Y"
"648";"Alfonso Cortez Monterrosa";"Gloria";2000-01-02;"Banco_1";"X";"Y"
"649";"Mario Nunez";"Jessica";2000-01-16;"Banco_1";"X";"Y"
"650";"Edison Aguinaga";"Katarina";2000-01-20;"Banco_1";"X";"Y"
"651";"Miguel Luevano";"Nancy";2000-01-27;"Banco_1";"X";"Y"
"652";"Mario Munoz Garcia";"Eva";2000-01-17;"Banco_1";"X";"Y"
"653";"Daniel Ibarra";"Reyesa";2000-01-28;"Banco_1";"X";"Y"
"654";"Alonso Vallejos";"Daniela";2000-01-22;"Banco_1";"X";"Y"
"655";"Domingo Deherrera";"Raquel";2000-01-01;"Banco_1";"X";"Y"
"656";"Olivia Salazar";"Tassie";2000-01-09;"Banco_1";"X";"Y"
"657";"Ester Zapata";"Jasmine";2000-01-30;"Banco_1";"X";"Y"
"658";"Isaac Galindo";"Samantha";2000-01-02;"Banco_1";"X";"Y"
"659";"Sarah Salazar";"Isabella";2000-01-16;"Banco_1";"X";"Y"
"660";"Eladio Murillo Guerrero";"Cinthya";2000-01-20;"Banco_1";"X";"Y"
"661";"Ruben Collins";"Melida";2000-01-27;"Banco_1";"X";"Y"
"662";"Cristian Espino";"Kendra";2000-01-17;"Banco_1";"X";"Y"
"663";"Jamie Castillo Garcia";"Jessica";2000-01-28;"Banco_1";"X";"Y"
"664";"Christopher Rodiles";"Tina";2000-01-22;"Banco_1";"X";"Y"
